Codigo;RazaoSocial;Código do Grupo;Grupo de Insumos;Contato;Fone;WhatsApp;Email;CNPJ;Insc. Estadual;Endereco;Numero;Bairro;Cidade;Estado;Cep;Cartão Crédito;;;;;;;;;;;;
284;CASA ÚNICA MATERIAIS PARA CONSTRUÇÃO LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Vanderlan / Claudio;(31)2126-1000 ;(31)99994-3031;vanderlan.miranda@santacruzacabamentos.com.br;25.618.174/0001-43;062.017.715-0091;Av. Presidente Carlos Luz;2000F;Aparecida;BELO HORIZONTE;MG;31250-810;SIM;;;;;;;;;;;;
69;CASTRO REPRESENTAÇOES LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Marcão;(31)3278-1050  ;(31)98876-8985;marcao@grupocore.com.br;71.110.670/0001-09;;Rua Vereador Socrates Alves Pereira;531;Carlos Prates;Belo Horizonte;MG;30710-590;NÃO;;;;;;;;;;;;
61;CEMACON MATERIAIS DE CONSTRUÇÃO LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Calisto;(31)3201-6266;(31)997559831;contato.cemacon@gmail.com;01.590.163/0001-34;062.336.639-0050;Av. D. Pedro II;1100;Bonfim;BELO HORIZONTE;MG;30710-010;SIM;;;;;;;;;;;;
74;CNR MATERIAIS DE CONSTRUÇÕES LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Ana Claudia / Ferreira;(31)3392-7272;(31)99948-9915;contagem@cnr.com.br;13.556.759/0010-98;001.764.345-0870;Via Expressa;2.525;Água Branca;CONTAGEM;MG;32370-485;SIM;;;;;;;;;;;;
89;COMERCIAL PALAZZO DECORAÇÕES LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Sueli;(31)3332-1632 ;(31)0000;palazzodecor@outlook.com;21.642.616/0001-36;061.477.449-0082;Av. Professor Mário Werneck;2400 - LOJA 1;Buritis;BELO HORIZONTE;MG;30575-180;NÃO;;;;;;;;;;;;
117;ELETRO BETIM LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Márcio / Tiago;(31)3532-3432 ;(31)99488-6929;vendasehb@eletrobetim.com.br;25.973.033/0005-72;067.619.318-0418;Av. das Américas;606;Filadelfia;BETIM;MG;32510-380;SIM;;;;;;;;;;;;
131;EXCELSIOR COMERCIO E REPRESENTAÇÕES LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Wander Ferreira;(31)3238-5955 ;(31)99659-4337;gerente3@excelsiorbh.com.br;17.245.317/0001-90;062.008.077-0052;Av do Contorno;7357;Santo Antonio;BELO HORIZONTE;MG;30710-047;SIM;;;;;;;;;;;;
168;IMPÉRIO DOS TUBOS LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Márcio / Juliana;(31)3398-1019;(31)99680-1275;marcio@imperiodostubos.com.br;19.215.169/0001-97;186.210.817-0092;Rua Maria Conceição de São José;45;Centro;CONTAGEM;MG;32041-300;SIM;;;;;;;;;;;;
337;KOHLER PRODUTOS PARA COZINHA E BANHEIROS ;39;METAL SANITÁRIO E ACESSÓRIO;Marcão;(31)3278-1050  ;(31)98876-8985;marcao@grupocore.com.br;20.373.585/0004-45;;Av. Vereador Prof Paulo Afonso de Lima;1200;Rochelo;ANDRADAS;MG;37795-000;NÃO;;;;;;;;;;;;
223;MBLB COMERCIO DE ACABAMENTOS LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Monica Baratz / Bárbara;(31)3308-8188 ;(31)99611-3484;belissimo@belissimovallve.com.br, barbara@belissimovallve.com.br;05.016.166/0001-10;062.176.692-0070;Rua do Uruguai;284;Sion;BELO HORIZONTE;MG;30310-300;;;;;;;;;;;;;
224;MC SOLUÇÕES LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Giovani ;(31)3272-4145 ;(31)98471-8210;mcsolbh@gmail.com;04.399.385/0001-62;062.126.501-0012;Rua Rio Grande do Sul;308;Centro;BELO HORIZONTE;MG;30170-110;SIM;;;;;;;;;;;;
239;NADIL MATERIAIS DE CONSTRUÇÃO LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Igor / Rafael;(31)3491-7116 ;(31)99500-7272;gerencia.nadil@gmail.com, contato@pampulhaacabamentos.com.br;42.867.887/0001-60;062.817.514-0088;Rua Dr. Jeferson de Oliveira;311;Santa Amélia;BELO HORIZONTE;MG;31560-230;SIM;;;;;;;;;;;;
259;PONTO DO AZULEJO LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Geraldo (Dino);(31)3419-9400;(31)99253-7848;dino@pontodoazulejo.com.br;65.310.633/0001-41;062.748.265-0015;Avenida Abilio Machado;1415;Alipio de Melo;BELO HORIZONTE;MG;30830-440;SIM;;;;;;;;;;;;
312;TERRA REVESTIMENTOS LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Carlos / Joselei;(31)3286-4650 ;(31)99742-5551;vendas@tile.com.br;38.700.985/0001-30; 062.196.071-0000;Rua Outono;81;Carmo;BELO HORIZONTE;MG;30310-020;SIM;;;;;;;;;;;;
318;TUMA COMERCIAL LTDA;39;METAL SANITÁRIO E ACESSÓRIO;Roberto Mauro / Roberto;(31)3298-2012 ;(31)3298-2012;aquiles@tumacomercial.com.br;21.576.319/0001-30;062.476.759-0018;Av. Teresa Cristina;1547;Calafate;BELO HORIZONTE;MG;30410-600;SIM;;;;;;;;;;;;
33;ARTEFATOS DE BORRACHA UNIÃO LTDA;40;NEOPRENE;Bruna / Elizangela;(31)3272-6252 ;(31)99392-4948;vendas@borrachasuniao.com.br;01.094.725/0001-59;712.964.000-0034;Rua Quinze;89;Nova Pampulha;Vespasiano;MG;33200-000;NÃO;;;;;;;;;;;;
48;BORRACHA DO BRASIL IND. E COM. LTDA;40;NEOPRENE;Carlos Marinho, Alisson;(31)3691-1788;(31)99282-6012;vendas@borrachadobrasil.com.br, faturamento@borrachadobrasil.com.br;17.369.257/0001-18;5670050420025;Rua C;260;Dist. Ind. Simão Cunha;SABARA;MG;34735-030;SIM;;;;;;;;;;;;
187;JGM ARTEFATOS DE BORRACHA LTDA;40;NEOPRENE;Jose Geraldo;(31)3396-2268 ;(31)99880-4546;jgmartefatosdeborracha@gmail.com;39.991.176/0001-98;003.912.215-0080;Avenida Rio Nilo;80 - Loja C;Parque Riacho das Pedras 2ª Seçao;CONTAGEM;MG;32280-280;SIM;;;;;;;;;;;;
198;LOJA DA BORRACHA INDUSTRIA E COMERCIO LTDA;40;NEOPRENE;Conceição /Tor4;(31)3275-3600;(31)0000;contato@maxibor.ind.br;21.170.170/0001-94;062.291.480-0079;Rua Timbiras;2617;Santo Agostinho;BELO HORIZONTE;MG;30140-062;SIM;;;;;;;;;;;;
230;MINAS BORRACHA LTDA;40;NEOPRENE;Jorge / Gilson;(31)3201-2366;(31)0000;vendas@minasborracha.com.br;17.244.864/0001-51;062.005.694-0008;Rua Lagoa Santa;263;Carlos Prates;BELO HORIZONTE;MG;30710-090;NÃO;;;;;;;;;;;;
25;ARDOGAMA PEDRAS DECORATIVAS LTDA;41;PEDRA DECORATIVA;Rogério / Antonio;(31)3373-1220;(31)98673-0137;ardogama@hotmail.com;25.850.751./0001-28;062.626.869-0078;Av. Barão Homem de Melo ;2115;Jardim América-Vila Alpes;BELO HORIZONTE;MG;30450-250;SIM;;;;;;;;;;;;
38;BARACHO PEDRAS INDUSTRIA E COMERCIO LTDA;41;PEDRA DECORATIVA;Carlos / Eliete;(31)3462-3256 ;(31)99213-6546;gerencia@barachopedras.com.br, eliete@barachopedras.com.br ;22.354.450/0001-15;062.507.196-0094;Rua Jacutinga;44;Padre Eustáquio;BELO HORIZONTE;MG;30730-430;SIM;;;;;;;;;;;;
250;PEDRARTE LTDA;41;PEDRA DECORATIVA;Guilherme;(31)3461-4493 ;(31)3461-4493;contato@pedrarte.com.br;21.057.054/0001-63;062.444.245-0004;Av. dos Andradas;3200;Santa Efigenia;BELO HORIZONTE;MG;30260-070;SIM;;;;;;;;;;;;
289;SHOPPING PEDRAS LTDA;41;PEDRA DECORATIVA;Rose / Gislaine;(31)3495-1103 ;(31)99131-8288;shpedras@yahoo.com.br;71.078.067/0001-97;062.846.680-0025;Av. Dom Pedro I;2062;Planalto;BELO HORIZONTE;MG;31720-000;SIM;;;;;;;;;;;;
298;STONES PEDRAS LTDA;41;PEDRA DECORATIVA;Daniel;(31)3225-2170 / 99270-0002;(31)0000;dmpedras@gmail.com;;;;;;;;;;;;;;;;;;;;;
341;STONO PEDRAS DECORATIVAS LTDA;41;PEDRA DECORATIVA;;(31)98889-6353 ;(31)99590-1100;financeiro@stonoconceito.com.br;43.801.960/0001-63;004.167.921-0025;Rod. Januario Carneiro;9339;Villa da Serra;NOVA LIMA;MG;34006-057;SIM;;;;;;;;;;;;
238;ART TINTAS DISTRIBUIDORA LTDA;42;PINTURA ;Silvana / Fred;(31)3371-6988 ;(31)98765-0436;platina@nacionaltintas.com.br;03.347.634/0001-03;062.041.015-0044;Rua Esmeralda;312;Prado;BELO HORIZONTE;MG;30411-137;;;;;;;;;;;;;
36;ATACADÃO DAS TINTAS LTDA;42;PINTURA ;Rodrigues / Sergio;(31)3449-4666;(31)99926-1472;gerencia@atacadaodastintas.com.br ;00.830.498/0001-10;062.951.670-0046;Rua Jacuí;3501;Ipiranga;BELO HORIZONTE;MG;31160-190;SIM;;;;;;;;;;;;
42;BH COMERCIO DE TINTAS E MATERIAIS PARA CONSTRUÇÃO LTDA;42;PINTURA ;Sandro / Alysson;(31)3411-6199;(31)99347-1634;Alysson@bhtintas.com.br, joaquim@bhtintas.com.br;07.440.107/0001-08;062.3467.23-0058;Av Dom Pedro II;3405;Monsenhor Messias;BELO HORIZONTE;MG;30.720-460;SIM;;;;;;;;;;;;
92;COMERCILL LTDA;42;PINTURA ;Fernanda, Claudia;(31)3371-1155 / 97118-0595;(31)0000;contatocomercill@gmail.com;;;Av. Barão Homem de Melo;;;BELO HORIZONTE;MG;;;;;;;;;;;;;;
254;PLANALTO TINTAS LTDA;42;PINTURA ;Fabricia / Gerlane;(31)3443-6846 ;(31)9944-4295;gerentematriz@planaltotintas.com.br;26.390.229/0001-73;062.618.735-0005;Av. Dr. Cristiano Guimarães;1972;Itapoã;BELO HORIZONTE;MG;31720-300;;;;;;;;;;;;;
324;REAL COMERCIO LTDA;42;PINTURA ;Flavia / Meire;(31)3378-3500 ;(31)99237-0092;filial18@varejaodastintas.com.br;19.972.249/0019-16;062.242.637-1845;Av. Barão Homem de Melo;3099;Estoril;BELO HORIZONTE;MG;30494-085;SIM;;;;;;;;;;;;
307;TECNOCRIL INDUSTRIA E COMERCIO LTDA;42;PINTURA ;Adriana / Dener;(31)3463-8588 ;(31)0000;vendas@tecnocril.com.br;41.753.559/0001-70;062.783.678-0014;Rua Pouso Alegre;1884 fundos;Santa Tereza;BELO HORIZONTE;MG;31015-104;;;;;;;;;;;;;
315;TREVO COMÉRCIO DE ARTEF DE CIMENTO EIRELLI;42;PINTURA ;Bismarck / Wender;(31)3625-1888;(31)3625-1888;gessoegesso@hotmail.com;21.924.022/0001-18;546.498.845-0081;Avenida Dionísio Gomes;8;Veneza;RIBEIRÃO DAS NEVES;MG;33820-540;SIM;;;;;;;;;;;;
40;ACABAMENTOS BEL LAR LTDA;43;PISCINA / SPA / BANHEIRA;André ;(31)3297-0022;(31)99613-1292;andre@bellar.com.br;17.311.465/0001-66;062.012.734-0059;Rua Nossa senhora de Lourdes;441    Galpão 09 e 10;Olhos D'agua;BELO HORIZONTE;MG;30.390-530;SIM;;;;;;;;;;;;
17;ANEL LAZER E PISCINAS LTDA;43;PISCINA, SPA, SAUNA E BANHEIRA;Carla / Roni ;(31)3417-7533 ;(31)98814-7807;anel.lazerpiscinas@gmail.com;45.118.305/0001-30;004.258.322-0039;Anel Rod. Celso Mello Azevedo;10601;Dom Bosco;BELO HORIZONTE;MG;30.850-663;SIM;;;;;;;;;;;;
18;AQUAVINIL  P. C. A COM. PISCINA LTDA;43;PISCINA, SPA, SAUNA E BANHEIRA;Célio ;(31)3297-3520 / 98413-5095;(31)0000;aquavinilpiscinas@gmail.com;;;Av. Raja Gabaglia;4755;Santa Lucia;BELO HORIZONTE;MG;30360-670;SIM;;;;;;;;;;;;
284;CASA ÚNICA MATERIAIS PARA CONSTRUÇÃO LTDA;43;PISCINA / SPA / BANHEIRA;Vanderlan / Claudio;(31)2126-1000 ;(31)99994-3031;vanderlan.miranda@santacruzacabamentos.com.br;25.618.174/0001-43;062.017.715-0091;Av. Presidente Carlos Luz;2000F;Aparecida;BELO HORIZONTE;MG;31250-810;SIM;;;;;;;;;;;;
74;CNR MATERIAIS DE CONSTRUÇÕES LTDA;43;PISCINA / SPA / BANHEIRA;Ana Claudia / Ferreira;(31)3392-7272;(31)99948-9915;contagem@cnr.com.br;13.556.759/0010-98;001.764.345-0870;Via Expressa;2.525;Água Branca;CONTAGEM;MG;32370-485;SIM;;;;;;;;;;;;
101;COSTAZUL PISCINAS E EQUIPAMENTOS LTDA;43;PISCINA, SPA, SAUNA E BANHEIRA;Marcelo;(31) 3411-1584 ;(31)98324-6007;cz@tibumpiscinas.com.br;26.026.708/0003-77;062.619.354-0171;Av. Teresa Cristina;1488;Padre Eustáquio;BELO HORIZONTE;MG;30720-230;SIM;;;;;;;;;;;;
125;ESPAÇO AZUL COMERCIO DE EQUIPAMENTOS PARA PISCINA LTDA;43;PISCINA, SPA, SAUNA E BANHEIRA;Fernando ;(31)3223-5301;(31)99884-3081;azulpiscina@gmail.com;07.598.536/0001-08;062.402.947-0016;Av. Nossa Senhora ;1890;São Pedro;BELO HORIZONTE;MG;30.320-000;SIM;;;;;;;;;;;;
258;PONTO DA PISCINA LTDA;43;PISCINA, SPA, SAUNA E BANHEIRA;José Batista / Junior;(31)3344-0240 ;(31)98396-7755;pontodapiscina@pontodapiscina.com.br;65.197.097/0001-10;062.745.341-0036;Av. Barão Homem de Melo;4560;Estoril;BELO HORIZONTE;MG;30494-270;SIM;;;;;;;;;;;;
259;PONTO DO AZULEJO LTDA;43;PISCINA / SPA / BANHEIRA;Geraldo (Dino);(31)3419-9400;(31)99253-7848;dino@pontodoazulejo.com.br;65.310.633/0001-41;062.748.265-0015;Avenida Abilio Machado;1415;Alipio de Melo;BELO HORIZONTE;MG;30830-440;SIM;;;;;;;;;;;;
288;SHOPISCINAS INDUSTRIA E COMERCIO LTDA;43;PISCINA, SPA, SAUNA E BANHEIRA;Roni / Carla;(31)3417-7533 ;(31)98814-7807;anel.lazerpiscinas@gmail.com;25.933.300/0001-54;067.614.694-0088;Rua Fausto Ribeiro da Silva;1025;Dist. Ind. Bandeirinhas;Betim;MG;32799-999;SIM;;;;;;;;;;;;
312;TERRA REVESTIMENTOS LTDA;43;PISCINA / SPA / BANHEIRA;Carlos / Joselei;(31)3286-4650 ;(31)99742-5551;vendas@tile.com.br;38.700.985/0001-30; 062.196.071-0000;Rua Outono;81;Carmo;BELO HORIZONTE;MG;30310-020;SIM;;;;;;;;;;;;
40;ACABAMENTOS BEL LAR LTDA;44;PISO ;André ;(31)3297-0022;(31)99613-1292;andre@bellar.com.br;17.311.465/0001-66;062.012.734-0059;Rua Nossa senhora de Lourdes;441    Galpão 09 e 10;Olhos D'agua;BELO HORIZONTE;MG;30.390-530;SIM;;;;;;;;;;;;
44;BH MADEIRAS LTDA;44;PISO ;Rêmulo / Telmo;(31)3371-8100 ;(31)99769-2033;bhmadeiras@bhmadeiras.com.br, telmo@bhmadeiras.com.br;25.168.386/0001-76;062.591.737-0078;Rua Paraoquena;105;Nova Granada;BELO HORIZONTE;MG;30.431-420;SIM;;;;;;;;;;;;
50;BRAGA & OLIVEIRA REPRESENTAÇÕES LTDA.;44;PISO ;Elderson/Julye;(31) 3386-4778;(31)0000;elderson.escritorio@hotmail.com;;;;;;;;;;;;;;;;;;;;;
284;CASA ÚNICA MATERIAIS PARA CONSTRUÇÃO LTDA;44;PISO ;Vanderlan / Claudio;(31)2126-1000 ;(31)99994-3031;vanderlan.miranda@santacruzacabamentos.com.br;25.618.174/0001-43;062.017.715-0091;Av. Presidente Carlos Luz;2000F;Aparecida;BELO HORIZONTE;MG;31250-810;SIM;;;;;;;;;;;;
69;CASTRO REPRESENTAÇOES LTDA;44;PISO ;Marcão;(31)3278-1050  ;(31)98876-8985;marcao@grupocore.com.br;71.110.670/0001-09;;Rua Vereador Socrates Alves Pereira;531;Carlos Prates;Belo Horizonte;MG;30710-590;NÃO;;;;;;;;;;;;
61;CEMACON MATERIAIS DE CONSTRUÇÃO LTDA;44;PISO ;Calisto;(31)3201-6266;(31)997559831;contato.cemacon@gmail.com;01.590.163/0001-34;062.336.639-0050;Av. D. Pedro II;1100;Bonfim;BELO HORIZONTE;MG;30710-010;SIM;;;;;;;;;;;;
335;CERAMICA PORTO FERREIRA LTDA;44;PISO ;Marcão;(31)3278-1050  ;(31)98876-8985;marcao@grupocore.com.br;55.186.423/0001-30;;Av. Eng. Nicolau de Vergueiro Formaz;1;Centro;PORTO FERREIRA;SP;13660-005;SIM;;;;;;;;;;;;
74;CNR MATERIAIS DE CONSTRUÇÕES LTDA;44;PISO ;Ana Claudia / Ferreira;(31)3392-7272;(31)99948-9915;contagem@cnr.com.br;13.556.759/0010-98;001.764.345-0870;Via Expressa;2.525;Água Branca;CONTAGEM;MG;32370-485;SIM;;;;;;;;;;;;
147;FORROBRAS COMERCIO DE FORROS LTDA;44;PISO ;Rosalvo;(31)3417-8222 ;(31)99985-6500;rosalvo.forrobras@gmail.com, forrobras@forrobras.com.br;04.962.066/0001-13;062.169.130-0070;Rua Magnetita;55;Inconfidência;BELO HORIZONTE;MG;30830-120;SIM;;;;;;;;;;;;
10;JN MIRANDA LTDA;44;PISO ;Fagundes / Cristiano;(31)3526-1063 ;(31)8475-1338;comercial@allmad.com.br, cristiano@allmad.com.br;31.312.608/0001-85;003.260.150-0050;Av. Dom Pedro II;1894;Santo Andre;BELO HORIZONTE;MG;31230-052;SIM;;;;;;;;;;;;
203;LUCIANO PISOS LTDA;44;PISO ;Rian Valle;(31)32974268 ;(31)3287-4268;sopiso@sopiso.com.br;02.927.019/0001-03;062.005.283.00-20;Rua Paraiba ;1323;Savassi;BELO HORIZONTE;MG;30130141;SIM;;;;;;;;;;;;
207;MADEIRAS BALIZA COMERCIO EIRELI;44;PISO ;Dimas / Felipe / Antonia;(31)3433-3266;(31)0000;antoniaisabel@madeirasbaliza.com.br;03.907.277/0001-90;062.091.442-0096;Av. Cristiano Machado;9350;Minaslândia (P Maio);BELO HORIZONTE;MG;31812-112;;;;;;;;;;;;;
208;MADEIRAS MONTESE LTDA;44;PISO ;Orlando / Leonardo;(31)3421-3000 ;(31)99983-7941;leonardo@madeirasmontese.com.br;02.695.038/0001-51;062.857.285-0065;Rua Major Delfino de Paula;2443;São Francisco;BELO HORIZONTE;MG;31255-170;SIM;;;;;;;;;;;;
209;MADEIRAS VIA DO MINERIO LTDA;44;PISO ;Gilmar / Pamela;(31)3383-7099 ;(31)98658-4258;madeirasviadominerio@hotmail.com;42.861.542/0001-07;062.808.988.00-52;Av. Waldir Soeiro Emrich;1991;Milionários;BELO HORIZONTE;MG;30620-000;SIM;;;;;;;;;;;;
210;MADEIREIRA ESTRELA;44;PISO ;Alberto Júnior;(31)3476-8131;(31)0000;vendas@madeireiraestrela.com.br;03.328.476/0001-44;062.041.352-0012;Av. Horáclito Mourão de Miranda;2540;Castelo;BELO HORIZONTE;MG;31330-142;;;;;;;;;;;;;
214;MADEIREIRA SUPREMA LTDA;44;PISO ;Genival / Darfini;(31)3434-0013 ;(31)98799-7238;madeirassuprema@yahoo.com.br   ;07.028.564/0001-81;062.351.140-0049;Av. Cristiano Machado;9950;Floramar;BELO HORIZONTE;MG;31840-292;SIM;;;;;;;;;;;;
215;MADEPLAN - MADEIREIRA PLANALTO LTDA;44;PISO ;Fábio / Henrique;(31)3464-1906;(31)0000;henriquepedrosa@madeplan.com.br, diretoria@madeplan.com.br;21.097.712/0001-40;062.272.884-0031;Av. Dom Pedro II;4130;Pedro II;BELO HORIZONTE;MG;30710-010;SIM;;;;;;;;;;;;
164;MAFRAN REPRESENTACOES E COMERCIO LTDA;44;PISO ;Gilson / Marina / Letícia;(31)3378-6628;(31)99392-9817;mafranrep@gmail.com;02.433.943/0001-33;062.754.209-0002;Av. Professor Mário Werneck;2900  Lj 13;Buritis;BELO HORIZONTE;MG;30575-180;NÃO;;;;;;;;;;;;
223;MBLB COMERCIO DE ACABAMENTOS LTDA;44;PISO ;Monica Baratz / Bárbara;(31)3308-8188 ;(31)99611-3484;belissimo@belissimovallve.com.br, barbara@belissimovallve.com.br;05.016.166/0001-10;062.176.692-0070;Rua do Uruguai;284;Sion;BELO HORIZONTE;MG;30310-300;;;;;;;;;;;;;
239;NADIL MATERIAIS DE CONSTRUÇÃO LTDA;44;PISO ;Igor / Rafael;(31)3491-7116 ;(31)99500-7272;gerencia.nadil@gmail.com, contato@pampulhaacabamentos.com.br;42.867.887/0001-60;062.817.514-0088;Rua Dr. Jeferson de Oliveira;311;Santa Amélia;BELO HORIZONTE;MG;31560-230;SIM;;;;;;;;;;;;
249;PASSALAQUA & CIA LTDA;44;PISO ;Jeferson / Tiago;(31)3078-5427 ;(31)3078-5427;revestbh04@passalaqua.com.br;55.973.366/0022-63;062.431.126-0643;Rua Castigliano ;1312;Monsenhor Messias;BELO HORIZONTE;MG;30720-472;SIM;;;;;;;;;;;;
259;PONTO DO AZULEJO LTDA;44;PISO ;Geraldo (Dino);(31)3419-9400;(31)99253-7848;dino@pontodoazulejo.com.br;65.310.633/0001-41;062.748.265-0015;Avenida Abilio Machado;1415;Alipio de Melo;BELO HORIZONTE;MG;30830-440;SIM;;;;;;;;;;;;
262;PORTAL CARPINTARIA E MARCENARIA LTDA;44;PISO ;Eugênio / Maira;(31)3498-2066;(31)99851-3470;eugenio@portalmadeiras.com.br, vendas@portalmadeiras.com.br;20.996.039/0001-18;062.291702.00-40;Rua Sena Madureira;507;Ouro Preto;BELO HORIZONTE;MG;31340-000;SIM;;;;;;;;;;;;
277;REVEST INSTALAÇÕES E COMERCIO DE REVESTIMENTOS LTDA;44;PISO ;Romilda / Gabriel;(31)3337-5777 ;(31)98471-0717;romilda@revestiform.com.br, revestiform@revestiform.com.br;34.077.147/0001-00;003.768.845-0071;Rua Paracatu;153;Barro Preto;BELO HORIZONTE;MG;30180-090;SIM;;;;;;;;;;;;
312;TERRA REVESTIMENTOS LTDA;44;PISO ;Carlos / Joselei;(31)3286-4650 ;(31)99742-5551;vendas@tile.com.br;38.700.985/0001-30; 062.196.071-0000;Rua Outono;81;Carmo;BELO HORIZONTE;MG;30310-020;SIM;;;;;;;;;;;;
323;VAN PISOS LTDA;44;PISO ;Antonio;(31)3278-1100;(31)0000;vanpisos@gmail.com;07.674.889/0001-31;062.424.048-0026;Rua Padre Eustáquio;391  Lj 1;Carlos Prates;BELO HORIZONTE;MG;30710-580;SIM;;;;;;;;;;;;
189;LAGE & FILHOS LTDA;46;PRÉ-FABRICADO DE CONCRETO (Galpões);Fernando Lage / Eduardo;(31)3541-6004;(31)98634-0009;lage@lagefilhos.com.br;19.821.479/0001-55;448.441.644-0024;Rod. BR 040 - Km 570;925;Balneário Água Limpa;NOVA LIMA;MG;34018-240;NÃO;;;;;;;;;;;;
246;PÁDUA  COMÉRCIO E INDUSTRIA LTDA;46;PRÉ-FABRICADO DE CONCRETO;Marco Antonio / Elaine;(31)3391-1662 ;(31)99684-1719;elaine.b@padua.ind.br;18.490.086/0001-43;186.167.250-0063;Rua Curitiba;1235A;Inacia de Carvalho;SÃO JOSÉ DA LAPA;MG;33350-000;;;;;;;;;;;;;
28;ARGOS PREMOLDADOS LTDA;47;PRÉ-MOLDADO DE CONCRETO;Robert / Danilo;(31)3329-1600 / 99272-6507 ;(31)98409-6002;argospremoldados@outlook.com;36.684.964/0001-43;003.694.542-0094;Av. Adutora Varzea das Flores;1660;Jardim das Alterosas 1ª Seção;BETIM;MG;32672-888;SIM;;;;;;;;;;;;
46;BLOCO SIGMA LTDA;47;PRÉ-MOLDADO DE CONCRETO;Arthur / Karina;(31)3385-6544;(31)99900-0200 / 01;karina@blocosigma.com.br;02.623.626/0001-80;062.785.035-0021;Rua Nair Camillo dos Reis;30;CDI Vale doJatobá;BELO HORIZONTE;MG;30664-002;SIM;;;;;;;;;;;;
47;BLOJAF LTDA;47;PRÉ-MOLDADO DE CONCRETO;Jucimar / Tomaz / Wilson;(31)3394-4311 ;(31)3514-1200;jucimar@blojaf.com.br;00.860.887/0001-98;186.947.889-0088;Rua Jose Francisco das Chagas;S/N - Portaria 01;São Sebastião;CONTAGEM;MG;32.150-340;SIM;;;;;;;;;;;;
83;COMERCIAL CONSTRUR LTDA;47;PRÉ-MOLDADO DE CONCRETO;Lúcia Helena / Ronaldo ;(31)3443-5051 ;(31)3443-5051;lajesconstrur@gmail.com;64.413.008/0001-62;062.704.812-0028;Rua Dr Natalino Triginelli;282;Jardim Atlântico;BELO HORIZONTE;MG;31710-420;SIM;;;;;;;;;;;;
96;CONCREBET INDÚSTRIA E COMÉRCIO LTDA;47;PRÉ-MOLDADO DE CONCRETO;Wanderson / Márcia;(31)3597-2726;(31)99231-6668  ;vendas@concrebet.com.br;04.901.272/0001-13;067.175939-0088;Avenida das Laranjeiras;200;Laranjeiras;BETIM;MG;32676-588;NÃO;;;;;;;;;;;;
97;CONCRETON  LTDA;47;PRÉ-MOLDADO DE CONCRETO;Rogério / Alessandra;(31)3371-6499 ;(31)99292-7233;concreton@uol.com.br;16.536.500/0001-82;062.077.849-0032;Rua Goneri;180;Nova Suissa;BELO HORIZONTE;MG;30510-040;NÃO;;;;;;;;;;;;
135;FACIM LADRILHOS E PRÉ MOLDADOS LTDA;47;PRÉ-MOLDADO DE CONCRETO;Edilson / Loureiro;(31)3396-1350 ;(31)98973-3856;facim.vendas@yahoo.com.br;35.690.983/0001-10;003.615.807-0025;Av. Juiz Marco Tulio Isaac;4085;Chacara;BETIM;MG;32671-200;SIM;;;;;;;;;;;;
173;INCOBRAZ PREMOLDADOS LTDA;47;PRÉ-MOLDADO DE CONCRETO;Renato / Rogério;(31)3398-1415;(31)98496-2519;vendas@incobraz.com.br;00.594.414/0001-96;186.929.054-0012;Av. Dilson de Oliveira;535;Plano Diretor;CONTAGEM;MG;32041-590;SIM;;;;;;;;;;;;
264;INDUSTRIA DE PREMOLDADOS DE CONCRETO RAMOS LTDA;47;PRÉ-MOLDADO DE CONCRETO;Arlindo / Vanessa;(31)3385-7233 ;(31)98744-4272;premoldadosramos@hotmail.com;25.192.683/0001-57;062.590.934-0017;Av.  Perimetral;3701;Santa Cecilia Vale do Jatoba;BELO HORIZONTE;MG;30668-310;NÃO;;;;;;;;;;;;
188;LADRIMAR INDUSTRIA E COMERCIO LTDA;47;PRÉ-MOLDADO DE CONCRETO (Ladrilho hidráulico);Liliana / Jussara;(31)3464-1587;(31)99119-6789;ladrimarbh@yahoo.com.br;05.673.252/0001-03;001.023.199-0022;Rua Evaristo Barbi;46;Padre Eustáquio;BELO HORIZONTE;MG;30730-600;SIM;;;;;;;;;;;;
190;LAJES  VIGAFORT LTDA;47;PRÉ-MOLDADO DE CONCRETO;Luiz Carlos / Deneci;(31)3474-3393;(31)99832-7121;vigafort@gmail.com;71.241.749/0001-79;062.854.695-0090;Av. Brigadeiro Eduardo Gomes;2555;Serrano;BELO HORIZONTE;MG;30870-100;SIM;;;;;;;;;;;;
